index,Pathway,Super_class,Class
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
COC1CC2C3CCC4CC(O)CCC4(C)C3CCC2(C)C1O,Terpenoids,Steroids,Androstane steroids
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphates
CC=C1NC(=O)C(CCO)NC(=O)CC(CCCCC)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCO)NC(=O)C2CC(O)CN2C1=O,Amino acids and Peptides,Oligopeptides,Cyclic peptides
CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC)COP(=O)(O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O,Fatty acids,Glycerophospholipids,Glycerophosphoinositols
CCOC1OC=C(C=O)C2C(O)CC(C)C12,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCC)COP(=O)(O)OC[C@@H](O)CO,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
CC(=O)NC(CSC1=C2NC(=O)C=CC=CC=CC(C)C(O)CC(=O)C(C)=CCC(O)C=CC(C)C(O)C(C)C=C(C)C(=O)c3c(O)c(C)cc(c3C1=O)C2=O)C(=O)O,Polyketides,Macrolides,Ansa macrolides
CC1CCC2(C)CCC3(C)C(=CC=C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,Terpenoids,Triterpenoids,Ursane and Taraxastane triterpenoids
CC(C)(O)C1OC2CCC3(C)C(CCC4Cc5c([nH]c6ccccc56)C43C)C2=CC1=O,Terpenoids,Tryptophan alkaloids,Indole-Diterpenoid alkaloids (Penitrems)
CN(C(=O)c1ccccc1)C1CCCC(=O)CC1,Alkaloids,Ornithine alkaloids,Tropane alkaloids
CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)OC[C@H](N)C(=O)O,Fatty acids,Glycerophospholipids,Glycerophosphoserines
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoserines
COC(=O)C1CCC(O)C1C(=O)c1cc(O)ccc1O,Terpenoids,Meroterpenoids,Meroterpenoids with 5- or 6-membered ring
CCC(C)CCCCCCCCCCCCC(=O)OCCCCCCCCCCCC(C)C,Fatty acids,Fatty esters,Wax monoesters
CC(C)C(=O)CCC1C(C(=O)O)=CCC2C(C)(C(=O)O)CCCC12C,Terpenoids,Diterpenoids,Norlabdane diterpenoids
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1OC,Shikimates and Phenylpropanoids,Flavonoids,Flavones
COc1cc(C2c3c(cc(OC)c(O)c3OC)CC(CO)C2COS(=O)(=O)O)cc(OC)c1O,Shikimates and Phenylpropanoids,Lignans,Arylnaphthalene and aryltetralin lignans
C=C1C(=O)O[C@@]12C[C@@H](OC(=O)[C@H](C)CC)[C@@](C)(O)C(=O)CC[C@@H](C)[C@@H](OC(=O)CC(C)C)[C@H]2O,Terpenoids,Sesquiterpenoids,Germacrane sesquiterpenoids
O=C(O)CCCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,Amino acids and Peptides,棺-lactams,Cephalosporins
CC[C@H](C)[C@H]1C(=O)N(C)C(Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)O[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]2CC[C@@H](O)N1C2=O,Polyketides,Oligopeptides,Depsipeptides
COC(=O)c1c(OC2OC(CO)C(O)C(O)C2O)cc(C(C)C)c2cc(C)c(OC3OC(CO)C(O)C(O)C3O)c(O)c12,Terpenoids,Sesquiterpenoids,Cadinane sesquiterpenoids
CCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoserines
CC1CCC2C(C)C3CCC4C(CC5C4CC(O)C4CC(OC6OC(CO)C(O)C(O)C6O)CCC45C)C3CN2C1,Alkaloids,Pseudoalkaloids (transamidation),Steroidal alkaloids
CC1=CCC2=C(C)CCC3=C(C)C(=O)OC3C12,Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids
COc1ccc(C(N)=O)cc1-c1ccc(O)c(-c2ccc(O)cc2)c1,Shikimates and Phenylpropanoids,Terphenyls,m-Terphenyls
CC/C=C\C/C=C\C[C@@]1(OC(C)=O)C=C(Cl)C(=O)/C1=C/[C@H](OC(C)=O)[C@H](CCCC(=O)OC)OC(C)=O,Fatty acids,Eicosanoids,Clavulones
NCCCSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,Carbohydrates,Nucleosides,Purine nucleosides
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
CC/C=C\CC/C=C/CCCCCCCCCC(=O)O,Fatty acids,Octadecanoids,Other Octadecanoids
CO[C@@H]1[C@H](O)[C@@](O)(C(C)C)C2=C3[C@H](OC2=O)[C@@H](O)[C@]2(C[C@@H](C(C)O)C(=O)O2)[C@@]31C,Terpenoids,Sesquiterpenoids,Picrotoxane sesquiterpenoids
COc1ccc(CC2C(=O)NC(C)C(=O)N(C)C3Cc4ccc(O)c(c4)-c4cc(ccc4OC4OC(CO)C(O)C(O)C4O)CC(C(=O)NC(C)C(=O)NC(C)C(=O)N2C)N(C)C3=O)cc1,Amino acids and Peptides,Oligopeptides,Cyclic peptides
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,Fatty acids,Glycerolipids,Triacylglycerols
CC/C=C\C/C=C\C/C=C\CC1OC1C/C=C\C/C=C\CCC(=O)O,Fatty acids,Docosanoids,Other Docosanoids
O=C(O)C(=C1OC(=O)C(C2=CC(=O)C(=O)c3ccc(C4=C(O)C(=C(C(=O)O)c5ccc(O)cc5)OC4=O)cc32)=C1O)c1ccc(O)cc1,Shikimates and Phenylpropanoids,Diazotetronic acids and derivatives,Pulvinones
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
COC1CC2(C)C3C(C)C(C)CCC3(C)CCC2(C)C2=C1C1(C)CCC(OC(C)=O)C(C)(C)C1CC2O,Terpenoids,Triterpenoids,Bauerane triterpenoids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)(O)O,Fatty acids,Glycerophospholipids,Glycerophosphates
CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(Cc1cc(F)ccc1F)CC31CCN(C(=O)C2CCC2)CC1,Alkaloids,Tryptophan alkaloids,Carboline alkaloids
CCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
Cc1occc(=O)c1CC=O,Polyketides,Cyclic polyketides,4-pyrone derivatives
COc1ccc(C=CC(=O)c2cccc(OCCCCCBr)c2)cc1,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
CC1(C)SC2C(NC(=O)CSC3CCCCC3SCC(=O)O)C(=O)N2C1C(=O)O,Amino acids and Peptides,棺-lactams,Penicillins
O=c1c2ccccc2[nH]c2ccccc12,Alkaloids,Anthranilic acid alkaloids,Acridone alkaloids
CC(=CC=CC(C)=C1C(=O)CC2C3CCC(=O)CC3CCC12C)C(=O)O,Terpenoids,Triterpenoids,Malabaricane triterpenoids
C=C(C)C1CCC2(C(=O)OC)CCC3(C)C(CCC4C5(C)CCC(OS(=O)(=O)c6ccc(C)cc6)C(C)(C)C5CCC43C)C12,Terpenoids,Triterpenoids,Lupane triterpenoids
CCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OC[C@H](N)C(=O)O,Fatty acids,Glycerophospholipids,Glycerophosphoserines
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1(O)CCOC1O2,Polyketides,Chromanes,Aflatoxins
CCCCCCCCC/C=C/C=C/[C@@H](O)[C@H](COP(=O)(O)OCCN)NC(=O)CCCCCCCCCCCCCCCCC,Fatty acids,Spingolipids,Phosphosphingolipids
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC(=O)CCCCCC(C)C,Fatty acids,Fatty acyls,Oxygenated hydrocarbons
C=C1C(=O)OC2CC(C)(O)C3=CCC(C)(O)C3CC12,Terpenoids,Sesquiterpenoids,Guaiane sesquiterpenoids
C=CCc1cc(O)c(O)cc1CC=Cc1ccc(O)c(O)c1,Shikimates and Phenylpropanoids,Lignans,Minor lignans
Cc1c(C)c2cc3c(C)coc3c(C)c2oc1=O,Shikimates and Phenylpropanoids,Coumarins,Furocoumarins
CNC(=O)C1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CC(C)C)NC)C(O)c4ccc(c(Cl)c4)Oc4cc3cc(c4OC3OC(CO)C(O)C(O)C3OC3CC(C)(N)C(O)C(C)O3)Oc3ccc(cc3)C2OC2CC(C)(N)C(O)C(C)O2)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,Amino acids and Peptides,Oligopeptides,Vancomycins and Teicoplanins
CC1(C(O)CO)CCC2C3(C)CCC(O)C(C)(CO)C3CC(O)C2(O)C1,Terpenoids,Diterpenoids,Pimarane and Isopimarane diterpenoids
CCCCC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
CC(=O)OC(C)CC(=O)Oc1c(OC(=O)CC(C)O)c(-c2ccc(O)cc2)c(OC(=O)CC(C)O)c(OC(=O)CCc2ccccc2)c1-c1ccc(O)cc1,Shikimates and Phenylpropanoids,Terphenyls,p-Terphenyls
CC(=O)OCC1OC(c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc23)C(O)C(O)C1O,Shikimates and Phenylpropanoids,Flavonoids,Flavones
CC(C)=CCCC(C)C1CCC2(C)C3=CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,Terpenoids,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids"
C=C1C(O)CCC(C)(OC(=O)CCC)C2OC(C1O)C1C(=C)CCC(C(C)C)C12,Terpenoids,Diterpenoids,Eunicellane diterpenoids
CC(=O)c1cc2c3c(ccc2o1)C1COc2cc(O)ccc2C1O3,Shikimates and Phenylpropanoids,Isoflavonoids,Pterocarpan
CC(=O)CC1=CCC2CC1C2(C)C,Terpenoids,Monoterpenoids,Pinane monoterpenoids
CC/C=C\C=C/CCC[C@H]1O[C@@H]1C#CC#CCCC(=O)OC[C@@H](OC(=O)CCC#CC#C[C@H]1O[C@@H]1CCC/C=C\C=C/CC)OC(=O)CCCCCCCC#C/C=C/CCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCC)COP(=O)(O)OCCN,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
COCOc1c(C=CC(=O)c2cc(CC=C(C)C)cc(CC=C(C)C)c2)cccc1CC=C(C)C,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
CC(O)CCCC1OC(=O)c2c(O)cccc2C1O,Shikimates and Phenylpropanoids,Coumarins,Isocoumarins
CCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
COC1C=CC23CCN(Cc4cc5c(cc42)OCO5)C3C1,Alkaloids,Tyrosine alkaloids,Isoquinoline alkaloids
NCC(=O)O[C@@H]1[C@@H](COP(=O)(O)O)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,Carbohydrates,Nucleosides,Purine nucleotides
C[C@@H](O)[C@H](NC(=O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)C(=O)O,Carbohydrates,Nucleosides,Purine nucleotides
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(C(=O)OC)C5(CC)C=CCN6CCC43C65)C2)C1,Alkaloids,Tryptophan alkaloids,Aspidosperma-Iboga hybrid type (Vinca alkaloids)
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
NC1Cc2ccc(c(Cl)c2)Oc2cc3cc(c2O)Oc2ccc(cc2Cl)C(O)C2NC(=O)C(NC(=O)C3NC(=O)C(c3cc(O)cc(Oc4cc(C5NC(=S)N(c6ccccc6)C5=O)ccc4O)c3)NC1=O)c1ccc(O)c(c1)-c1c(cc(O)c(CNC3C4CC5CC(C4)CC3C5)c1O)C(C(=O)O)NC2=O,Amino acids and Peptides,Oligopeptides,Vancomycins and Teicoplanins
CSC1(Cc2c[nH]c3ccccc23)NC(=O)C(SC)(C(C)C)NC1=O,Amino acids and Peptides,Peptide alkaloids,Other indole diketopiperazine alkaloids
O=C(C=Cc1cccc(O)c1O)c1ccccc1,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
C=CC(C)(CCC1C(C)=CCC2C(C)(C)CCCC12C)OC1OC(C)C(O)C(O)C1O,Terpenoids,Diterpenoids,Labdane diterpenoids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC1=C2C3=CC4(C)OC5(CC(C)C)NC(=O)C3(C(=O)CC2CCCC1)C5C4C,Alkaloids,Pseudoalkaloids (transamidation),Cytochalasan alkaloids
CCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)O,Fatty acids,Glycerophospholipids,Glycerophosphates
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC(O)CCCCCC/C=C\CCCCCCCC(=O)O,Fatty acids,Octadecanoids,Other Octadecanoids
CC1=CCC(O)C(C)=CC(O)C(=O)C(C)=CC2C(CC1)C2(C)C,Terpenoids,Diterpenoids,Casbane diterpenoids
C=C1CC23CC1(O)CCC2C1(C=O)CC(O)CC(C)(C(=O)O)C1C3C(=O)O,Terpenoids,Diterpenoids,Gibberellins
CC(O)CCCCCCC(=O)O,Fatty acids,Fatty Acids and Conjugates,Hydroxy fatty acids
COc1cc(C=CC(=O)OCC2OC(Oc3ccc(C4OCC5C(c6ccc(O)c(OC)c6)OCC45)cc3OC)C(O)C(O)C2O)ccc1O,Shikimates and Phenylpropanoids,Lignans,Furofuranoid lignans
CC/C=C/CCCCCCCCCCC,Fatty acids,Fatty acyls,Hydrocarbons
C=C1C(O)CC2C=COC(OC3OC(CO)C(O)C(O)C3O)C12,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
COc1ccc2c3c(n(C)c2c1)[C@@H](CO)N(CC1CC1)CC31CN(C(=O)c2ccc3c(c2)OCO3)C1,Alkaloids,Tryptophan alkaloids,Carboline alkaloids
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@](C)(O)C(C)(C)O)C[C@@H](O)C[C@@H]1O,Terpenoids,Steroids,Vitamin D2 and derivatives
CC(C)C1C2OC(=O)C1C1(O)CCC(CN(C)C)C1(C)C2=O,Alkaloids,Pseudoalkaloids (transamidation),Terpenoid alkaloids
COC1=CC(=C2C=C(OC)c3c(ccc4c3C=CC(C)(C)O4)C2=O)C(=O)c2ccc3c(c21)C=CC(C)(C)O3,Polyketides,Naphthalenes,Bisnaphthalenes
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC1(C)C(=O)C(O)=CC2C1=CCC1C2(C)C(=O)CC2(C)C(C(C)(O)C(=O)CC(O)C(C)(C)O)C(O)CC12C,Terpenoids,Triterpenoids,Cucurbitane triterpenoids
CCCCC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
COc1ccc2c(c1)CCC1=C2CC[C@]2(C)[C@@H](O)CCC[C@@H]12,Terpenoids,Diterpenoids,Tetracyclic diterpenoids
C=CC1(C)CCC2=C(CCC3C(C)(O)CCCC23C)C1,Terpenoids,Diterpenoids,Norpimarane and Norisopimarane diterpenoids
CC1C(OC2OC(C(=O)O)C(O)C(OC3OCC(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C)CCC3(C)CCC12C,Terpenoids,Triterpenoids,Friedelane triterpenoids
CC(=O)OC1C(=O)OC(CCC(C)C2CCC3(C)C2CCC2(C)C3CCC3C4(C)CCCC(C)(C)C4CCC32C)C1OC(C)=O,Terpenoids,Triterpenoids,Hopane and Moretane triterpenoids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,Fatty acids,Glycerolipids,Triacylglycerols
CC1C2CCC3C(CNCc4ccc(C5(C(F)(F)F)N=N5)cc4)=CC2(CC(O)C2(O)C1CC(O)C2(C)C)C3O,Terpenoids,Diterpenoids,Grayanotoxane diterpenoids
Cc1c(O)cc(CCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)c(O)c1C,Terpenoids,Meroterpenoids,Prenyl quinone meroterpenoids
COc1cc(C(=O)O)nc(-c2csc(CCCCCC(C)O)n2)c1OC,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
CCCC/C=C\CCCCCC/C=C\CCCCCCCCCCC,Fatty acids,Fatty acyls,Hydrocarbons
CCOc1ccccc1C(=O)C=Cc1ccccc1,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
C=C1CCC(C(C)CCC=C(C)C)C(O)C2C1CC(O)C2(C)O,Terpenoids,Diterpenoids,Pachydictyane diterpenoids
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(O)[C@H]1O,Fatty acids,Glycerophospholipids,CDP-Glycerols
CC(=O)C1CCC2(O)C3(O)CCC4CC(O)CCC4(C)C3CC(OC(=O)c3ccccc3)C12C,Terpenoids,Steroids,Pregnane steroids
CC(O)/C=C/[C@@]1(O)C(C)(C)C[C@H](O)C[C@@]1(C)O,Terpenoids,Apocarotenoids,Megastigmanes
CCCCC/C=C\C[C@H](/C=C/C=C/C/C=C\CCCC(=O)OC)OC(=O)CC(C)C,Fatty acids,Eicosanoids,Other Eicosanoids
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/C=C/C(O)(CCC)CCC)C[C@@H](O)C[C@@H]1O,Terpenoids,Steroids,Vitamin D3 and derivatives
CCCCCCCCCCCC(CC(=O)OC(CCCCCCC)CC(=O)O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,Fatty acids,Fatty acyl glycosides,Rhamnolipids
CCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,Fatty acids,Glycerolipids,Triacylglycerols
CC(=O)Cc1cc(O)cc2oc(C)cc(=O)c12,Polyketides,Chromanes,Chromones
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1CC(O)C2C1CCCc2c1[nH]c1ccccc21,Alkaloids,Tryptophan alkaloids,Carboline alkaloids
CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@]4(O)[C@H](C(=O)OCCCCCCCCCCCCCCCC(=O)OC)[C@]5(CCC[C@@H](C)O5)N=C(N2)N34)O1,Alkaloids,Guanidine alkaloids,Pentacyclic guanidine alkaloids
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC,Fatty acids,Glycerophospholipids,Glycerophosphocholines
CC(C)=CCCC(C)=CCc1ccccc1C=CC(=O)c1ccccc1,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
NC1=NCC(c2c(Br)[nH]c3ccc(Br)cc23)N1,Alkaloids,Histidine alkaloids,Imidazole alkaloids
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)O,Fatty acids,Glycerophospholipids,Glycerophosphates
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1OS(=O)(=O)O,Shikimates and Phenylpropanoids,Flavonoids,Flavones
CC/C=C/C=C/C#CC#CCCCCCCCC(=O)O,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids
C[C@H]1CC[C@H]2[C@@H](C=C[C@@H]3COC(=O)[C@@]32C)[C@@H]1O,Polyketides,Cyclic polyketides,Oblogolides
Nc1ncnc2ccccc12,Alkaloids,Anthranilic acid alkaloids,Quinazoline alkaloids
CCCCCCCCCC/C=C/C=C/C=C/C=C/C=C/OC[C@@H](O)CO,Fatty acids,Glycerolipids,Monoacylglycerols
C=C(C)C1CCC2(COC(C)=O)CCC3(C)C(CCC4C5(C)CCC(OC6OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C6OC(C)=O)C(C)(C)C5CCC43C)C12,Terpenoids,Triterpenoids,Lupane triterpenoids
CC(=O)OCC1=COC(OC(=O)C(OC(C)=O)C(C)C)C2C1=CC(OC(=O)CC(C)C)C21CO1,Terpenoids,Monoterpenoids,Iridoids monoterpenoids
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5C(OS(=O)(=O)O)C43,Alkaloids,Tryptophan alkaloids,Strychnos type
CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)C(O)C1O,Fatty acids,Glycerophospholipids,Glycosylglycerophospholipids
COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc(OC)c1O,Shikimates and Phenylpropanoids,Flavonoids,Flavones
CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines
COc1cc2c(cc1OC)[C@H]1[C@H]3C(=CC[C@H]1O[C@@H]2O)CCN3C,Alkaloids,Tyrosine alkaloids,Amarylidaceae alkaloids
CC1=C(CCC(C)(O)C=CCC2(C)CCC(C(C)C(=O)O)OO2)C(C)(C)CCC1,Terpenoids,Sesterterpenoids,Norsesterterpenoids
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoglycerophosphoglycerols
CCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphates
C#CCOC(=O)C1C(O)CC2(O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CC=CC=CC=CC=CC=CC(OC3OC(C)C(O)C(NC(=O)C(N)CCCN)C3O)CC1O2,Polyketides,Macrolides,Polyene macrolides
CCCCCCCC/C=C\CCCCCCCCCCCCC(O)C(=O)N[C@@H](COP(=O)(O)OCCN)[C@H](O)/C=C/CCCCCCCCC,Fatty acids,Spingolipids,Phosphosphingolipids
CC(=O)Nc1ccc(C=CC(=O)c2ccc(C(C)(C)C)cc2)cc1,Shikimates and Phenylpropanoids,Flavonoids,Chalcones
Cc1oc2nc1C(=O)NC(C)c1nc(cs1)C(=O)NC(CCS(C)=O)c1nc(cs1)C(=O)NC2C,Amino acids and Peptides,Oligopeptides,Cyclamides
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCC,Fatty acids,Glycerophospholipids,Glycerophosphoglycerols
COc1ccc2c(O)c(NC(=O)c3cc(=O)c(O)c(C(=O)OC4C(C)C=C(C)C(=O)c5c(O)c(C)cc6c5C(=O)C5=C(NCC(C)(O5)C(=O)C4O)C6=O)[nH]3)c(=O)oc2c1,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids
